track_name,element,album_name,artist,lyric,line
Take Me First,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,And I'm drowning in a dream that I can't escape,10
Take Me First,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"If I could wake up, I'd hesitate",11
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But it's too late to turn back now,12
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Oh God, I tried but I don't know how",13
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"If I could escape it, I'd trade in",14
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The blamе, you can take it",15
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,If it doesn't take mе first,16
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,If it doesn't take me first,17
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,I lie to myself like it's not too late,18
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,Convinced the past can still be changed,19
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"We know it's gone, but I can't move on",20
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"I want to rewind, but it just replays",21
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,Jumping on a hand grenade,22
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,But it won't go off,23
Take Me First,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"No, it won't go off",24
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But it's too late to turn back now,25
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Oh God, I tried but I don't know how",26
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"If I could escape it, I'd trade in",27
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The blame, you can take it",28
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,If it doesn't take me first,29
Take Me First,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,I know I'm gonna die in this bed I made,30
Take Me First,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,And I'm drowning in a dream that I can't escape,31
Take Me First,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"If I could wake up, I'd—",32
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But it's too late to turn back now,33
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Oh God, I tried but I don't know how",34
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"If I could escape it, I'd trade in",35
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The blame, you can take it",36
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,If it doesn't take me first,37
Take Me First,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,If it doesn't take me first,38
Just Pretend,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,I'm not afraid,1
Just Pretend,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,Of the war you've come to wage against my sins,2
Just Pretend,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,I'm not okay,3
Just Pretend,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,But I can try my best to just pretend,4
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,So will you wait me out,5
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Or will you drown me out?,6
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,So will you wait me out,7
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Or will you drown me out?,8
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,(I have to let you go),9
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can wait for you at the bottom,10
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can stay away if you want me to,11
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can wait for years if I gotta,12
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Heaven knows I ain't getting over you,13
Just Pretend,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,I know the pain,14
Just Pretend,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,That you hide behind the smile on your face,15
Just Pretend,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,And not a day,16
Just Pretend,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,Goes by where I don't think I feel the same,17
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,So will you wait me out,18
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Or will you drown me out?,19
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,So will you wait me out,20
Just Pretend,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Or will you drown me out?,21
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can wait for you at the bottom,22
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can stay away if you want me to,23
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can wait for years if I gotta,24
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Heaven knows I ain't getting over you,25
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,We'll try again,26
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When we're not so different,27
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,We will make amends,28
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,'Til then I'll just pretend,29
Just Pretend,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"Weigh down on me, stay 'til morning",30
Just Pretend,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"Way down, would you say I'm worthy?",31
Just Pretend,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"Weigh down on me, stay 'til morning",32
Just Pretend,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"Way down, would you say I'm worthy?",33
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can wait for you at the bottom,34
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can stay away if you want me to,35
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I can wait for years if I gotta,36
Just Pretend,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Heaven knows I ain't getting over you,37
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,We'll try again,38
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When we're not so different,39
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,We will make amends,40
Just Pretend,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,'Til then I'll just pretend,41
Just Pretend,Outro,THE DEATH OF PEACE OF MIND,Bad Omens,"(Weigh down on me, stay 'til morning)",42
Just Pretend,Outro,THE DEATH OF PEACE OF MIND,Bad Omens,"(Way down, would you say I'm worthy?)",43
Just Pretend,Outro,THE DEATH OF PEACE OF MIND,Bad Omens,"Weigh down on me, stay 'til morning",44
Just Pretend,Outro,THE DEATH OF PEACE OF MIND,Bad Omens,"Way down, would you say I'm worthy?",45
THE DEATH OF PEACE OF MIND,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"I made another mistake, thought I could change",1
THE DEATH OF PEACE OF MIND,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,Thought I could make it out,2
THE DEATH OF PEACE OF MIND,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"Promises break, need to hear you say",3
THE DEATH OF PEACE OF MIND,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"""You're gonna keep it now""",4
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I miss the way you say my name,5
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The way you bend, the way you break",6
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Your makeup running down your face,7
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The way you touch, the way you taste",8
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When the curtains call the time,9
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Will we both go home alive?,10
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It wasn't hard to realize,11
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,12
THE DEATH OF PEACE OF MIND,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"You're in the walls that I made, with crosses and frames",13
THE DEATH OF PEACE OF MIND,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,Hanging upside down,14
THE DEATH OF PEACE OF MIND,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"For granted, in vain, I took everything",15
THE DEATH OF PEACE OF MIND,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,I ever cared about,16
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I miss the way you say my name,17
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The way you bend, the way you break",18
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Your makeup running down your face,19
THE DEATH OF PEACE OF MIND,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"The way you fuck, the way you taste",20
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When the curtains call the time,21
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Will we both go home alive?,22
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It wasn't hard to realize,23
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,24
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When the curtains call the time,25
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Will we both be satisfied?,26
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It wasn't hard to realize,27
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,28
THE DEATH OF PEACE OF MIND,Post-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,29
THE DEATH OF PEACE OF MIND,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,You come and go in waves,30
THE DEATH OF PEACE OF MIND,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,Leavin' me in your wake,31
THE DEATH OF PEACE OF MIND,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,You come and go in waves,32
THE DEATH OF PEACE OF MIND,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,Swallowing everything,33
THE DEATH OF PEACE OF MIND,Breakdown,THE DEATH OF PEACE OF MIND,Bad Omens,Oh,34
THE DEATH OF PEACE OF MIND,Breakdown,THE DEATH OF PEACE OF MIND,Bad Omens,Are you satisfied?,35
THE DEATH OF PEACE OF MIND,Breakdown,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,36
THE DEATH OF PEACE OF MIND,Breakdown,THE DEATH OF PEACE OF MIND,Bad Omens,"Mine, mine",37
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When the curtains call the time,38
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Will we both go home alive?,39
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It wasn't hard to realize,40
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,41
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,When the curtains call the time,42
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Will we both be satisfied?,43
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It wasn't hard to realize,44
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,45
THE DEATH OF PEACE OF MIND,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,46
THE DEATH OF PEACE OF MIND,Outro,THE DEATH OF PEACE OF MIND,Bad Omens,Love's the death of peace of mind,47
What It Cost,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"You wanna take, take, take",1
What It Cost,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"You wanna break, break, break my heart",2
What It Cost,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,Now I know my place,3
What It Cost,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,I know just what you are (Mm),4
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Like a villain, I couldn't be",5
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",6
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Like a villain, I couldn't be",7
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",8
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,(Like a villain),9
What It Cost,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"You couldn't wait, wait wait",10
What It Cost,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"For the day, day, day I lost",11
What It Cost,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"It's such a shame, shame, shame",12
What It Cost,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"You couldn't change, look what it cost (Mm)",13
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Like a villain, I couldn't be",14
What It Cost,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",15
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"Look into my face, then look again",1
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"We are not the same, we're different",2
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,To tell your tales and fables,3
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,You couldn't wait,4
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,You need a new clean slate without the dents,5
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"A place to put your pain, your consequence",6
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,When you look into the mirror,7
Like A Villain,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,Are you even there?,8
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't wanna know all your secrets 'cause I'll tell,9
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It's hard enough being alone with myself,10
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't know how long I'll be holding on,11
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"I know you tried your hardest, I know that you meant it well",12
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But you pushed me to the edge and I slipped and then I fell,13
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't know how long I'll be holding on,14
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"So write a brand-new page, then write again",15
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"I know your act is staged, yet you pretend",16
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,All while you're turnin' tables,17
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,With missing legs,18
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,I think you've overstayed your welcome in,19
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,"So go the fuck away, don't come again",20
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,I'll see your face in the fire,21
Like A Villain,Verse 2,THE DEATH OF PEACE OF MIND,Bad Omens,And burn it out,22
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't wanna know all your secrets 'cause I'll tell,23
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It's hard enough being alone with myself,24
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't know how long I'll be holding on,25
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"I know you tried your hardest, I know that you meant it well",26
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But you pushed me to the edge and I slipped and then I fell,27
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't know how long I'll be holding on,28
Like A Villain,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"Like a villain, I couldn't be",29
Like A Villain,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",30
Like A Villain,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"Like a villain, I couldn't be",31
Like A Villain,Bridge,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",32
Like A Villain,Breakdown,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",33
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't wanna know all your secrets 'cause I'll tell,34
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,It's hard enough being alone with myself,35
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't know how long I'll be holding on,36
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"I know you tried your hardest, I know that you meant it well",37
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But you pushed me to the edge and I slipped and then I fell,38
Like A Villain,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,I don't know how long I'll be holding on,39
Like A Villain,Outro,THE DEATH OF PEACE OF MIND,Bad Omens,"I didn't need it, it needed me",40
IDWT$,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"You break, you mend, blend in with the madness",1
IDWT$,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"You try to love again, 'cause what else could happen?",2
IDWT$,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,You're trapped at the bottom of your wishing well,3
IDWT$,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,Buried underneath the wealth,4
IDWT$,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,"Penny after penny, reaching for a hand to pull you out",5
IDWT$,Verse 1,THE DEATH OF PEACE OF MIND,Bad Omens,And then,6
IDWT$,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,You wake up to sirens and quakes in your bed,7
IDWT$,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Searching for something to push you through the day,8
IDWT$,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Aching for meds that could take the pain away,9
IDWT$,Pre-Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,"Every second, every day",10
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,(You're waiting for the),11
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Day to come when thеy will notice,12
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,(It is time to wake up now),13
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Fighting battlеs at your lowest,14
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,(Your fire is dying out),15
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,Dragging every step forward,16
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,But it won't happen again,17
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,And I'm not gonna pretend,18
IDWT$,Chorus,THE DEATH OF PEACE OF MIND,Bad Omens,(I don't want the money),19
